Project,Issue,Link,Patch,IssueLink,patchLink,MajorLeak,LeakType,DetectionType,DetectionMethod,DefectType,FileType,FixType,Transformation,Duration (days),files,churn,addedLines,removedLines,modifiedFiles,addedFiles,removedFiles
HADOOP,HDFS-1112,https://issues.apache.org/jira/browse/HDFS-1112,https://issues.apache.org/jira/secure/attachment/12445114/editLogBuf3.patch,HDFS-1112,HDFS-1112,Memory,Memory,Source code-based detection,Manual code inspection,concurrency,java,threadSafe,Complex,23.90255589,3,99,74,25,3,0,0
HADOOP,HDFS-1118,https://issues.apache.org/jira/browse/HDFS-1118,https://issues.apache.org/jira/secure/attachment/12447550/trunkPatch.txt,HDFS-1118,HDFS-1118,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add finally block,52.34348088,1,8,8,0,1,0,0
HADOOP,HDFS-1753,https://issues.apache.org/jira/browse/HDFS-1753,https://issues.apache.org/jira/secure/attachment/12484803/HDFS-1753.4.patch,HDFS-1753,HDFS-1753,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add null statements,113.0023082,1,40,24,16,1,0,0
HADOOP,HDFS-1990,https://issues.apache.org/jira/browse/HDFS-1990,https://issues.apache.org/jira/secure/attachment/12485287/HDFS-1990.patch,HDFS-1990,HDFS-1990,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add finally block,42.21577043,1,6,6,0,1,0,0
HADOOP,HDFS-2132,https://issues.apache.org/jira/browse/HDFS-2132,https://issues.apache.org/jira/secure/attachment/12485496/hdfs-2132.3.patch,HDFS-2132,HDFS-2132,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,5.336270567,1,57,38,19,1,0,0
HADOOP,HDFS-3334,https://issues.apache.org/jira/browse/HDFS-3334,https://issues.apache.org/jira/secure/attachment/12524909/HDFS-3334-1.patch,HDFS-3334,HDFS-3334,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add dispose function,0.2823884722,1,76,51,25,1,0,0
HADOOP,HDFS-3373,https://issues.apache.org/jira/browse/HDFS-3373,https://issues.apache.org/jira/secure/attachment/12542653/HDFS-3373.trunk.patch,HDFS-3373,HDFS-3373,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,146.9199687,3,177,134,43,3,0,0
HADOOP,HDFS-3579,https://issues.apache.org/jira/browse/HDFS-3579,https://issues.apache.org/jira/secure/attachment/12538632/HDFS-3579.006.patch,HDFS-3579,HDFS-3579,Memory,Memory,Runtime detection,Runtime,jni,c,disposeExcep,Complex,38.95702038,0,0,0,0,0,0,0
HADOOP,HDFS-3646,https://issues.apache.org/jira/browse/HDFS-3646,https://issues.apache.org/jira/secure/attachment/12536842/hdfs-3646.patch.txt,HDFS-3646,HDFS-3646,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Complex,7.062251771,3,51,35,16,3,0,0
HADOOP,HDFS-4182,https://issues.apache.org/jira/browse/HDFS-4182,https://issues.apache.org/jira/secure/attachment/12553525/HDFS-4182.txt,HDFS-4182,HDFS-4182,Memory,Memory,Runtime detection,Out-of-memory error,collection,java,removeElm,Complex,2.002476551,3,28,25,3,3,0,0
HADOOP,HDFS-464,https://issues.apache.org/jira/browse/HDFS-464,https://issues.apache.org/jira/secure/attachment/12436681/hdfs-464.1.rel20.patch,HDFS-464,HDFS-464,Memory,Memory,Source code-based detection,Manual code inspection,jni,c,disposeExcep,Complex,221.7705056,0,0,0,0,0,0,0
HADOOP,HDFS-4695,https://issues.apache.org/jira/browse/HDFS-4695,https://issues.apache.org/jira/secure/attachment/12578829/HDFS-4695.2.patch,HDFS-4695,HDFS-4695,Resource,File handle,Runtime detection,Failed test,exception,test,disposeExcep,Add try-finally block,2.505123669,0,0,0,0,0,0,0
HADOOP,HDFS-4725,https://issues.apache.org/jira/browse/HDFS-4725,https://issues.apache.org/jira/secure/attachment/12579925/HDFS-4725.1.patch,HDFS-4725,HDFS-4725,Resource,File handle,Runtime detection,Failed test,exception,java,disposeExcep,Add try-finally block,0.3569258912,3,111,62,49,3,0,0
HADOOP,HDFS-4748,https://issues.apache.org/jira/browse/HDFS-4748,https://issues.apache.org/jira/secure/attachment/12580420/HDFS-4748.1.patch,HDFS-4748,HDFS-4748,Resource,File handle,Runtime detection,Failed test,nonClosedRes,test,disposeReg,Complex,2.63778559,0,0,0,0,0,0,0
HADOOP,HDFS-4768,https://issues.apache.org/jira/browse/HDFS-4768,https://issues.apache.org/jira/secure/attachment/12580763/HDFS-4768.1.patch,HDFS-4768,HDFS-4768,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add a checker,0.6693950347,1,5,4,1,1,0,0
HADOOP,HDFS-5099,https://issues.apache.org/jira/browse/HDFS-5099,https://issues.apache.org/jira/secure/attachment/12598132/HDFS-5099-trunk.patch,HDFS-5099,HDFS-5099,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add try-finally block,0.7975356019,1,51,29,22,1,0,0
HADOOP,HDFS-5456,https://issues.apache.org/jira/browse/HDFS-5456,https://issues.apache.org/jira/secure/attachment/12612044/HDFS-5456.1.patch,HDFS-5456,HDFS-5456,Memory,Memory,Runtime detection,Runtime,callSchedule,java,others,Move statements,0.3297070949,1,2,1,1,1,0,0
HADOOP,HDFS-5671,https://issues.apache.org/jira/browse/HDFS-5671,https://issues.apache.org/jira/secure/attachment/12620927/HDFS-5671.patch,HDFS-5671,HDFS-5671,Resource,File handle,Runtime detection,Runtime,exception,java,disposeExcep,Add try-finally block,15.27423015,1,20,15,5,1,0,0
HADOOP,HDFS-596,https://issues.apache.org/jira/browse/HDFS-596,https://issues.apache.org/jira/secure/attachment/12418696/HDFS-596.patch,HDFS-596,HDFS-596,Memory,Memory,Runtime detection,Runtime,jni,c,releaseRef,Add a checker,72.94002154,0,0,0,0,0,0,0
HADOOP,HDFS-6208,https://issues.apache.org/jira/browse/HDFS-6208,https://issues.apache.org/jira/secure/attachment/12639427/HDFS-6208.1.patch,HDFS-6208,HDFS-6208,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,0.9412318519,2,62,35,27,2,0,0
HADOOP,HDFS-6238,https://issues.apache.org/jira/browse/HDFS-6238,https://fisheye.apache.org/rdiff/hadoop?csid=8a9eff39195d5fbce3f9eb435b8e9b85cc97a6b1&u&N,HDFS-6238,HDFS-6238,Resource,File handle,Runtime detection,Failed test,nonClosedRes,test,disposeReg,Add try-finally block,0.4436495949,0,0,0,0,0,0,0
HADOOP,HDFS-6651,https://issues.apache.org/jira/browse/HDFS-6651,https://issues.apache.org/jira/secure/attachment/12695127/HDFS-6651.002.patch,HDFS-6651,HDFS-6651,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,208.289908,15,264,95,169,15,0,0
HADOOP,HDFS-6870,https://issues.apache.org/jira/browse/HDFS-6870,https://issues.apache.org/jira/secure/attachment/12662752/HDFS-6870.001.patch,HDFS-6870,HDFS-6870,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add a checker,1.433798356,1,15,10,5,1,0,0
HADOOP,HDFS-6945,https://issues.apache.org/jira/browse/HDFS-6945,https://issues.apache.org/jira/secure/attachment/12708440/HDFS-6945-005.patch,HDFS-6945,HDFS-6945,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add dispose function,217.6315457,1,18,16,2,1,0,0
HADOOP,HDFS-7127,https://issues.apache.org/jira/browse/HDFS-7127,https://issues.apache.org/jira/secure/attachment/12670485/HDFS-7127.1.patch,HDFS-7127,HDFS-7127,Resource,Thread,Runtime detection,Failed test,nonClosedRes,test,threadDown,Add dispose function,2.911910833,0,0,0,0,0,0,0
HADOOP,HDFS-7611,https://issues.apache.org/jira/browse/HDFS-7611,https://issues.apache.org/jira/secure/attachment/12694816/HDFS-7611.002.patch,HDFS-7611,HDFS-7611,Memory,Memory,Runtime detection,Failed test,collection,java,removeElm,Complex,14.08533399,3,35,20,15,3,0,0
HADOOP,HDFS-7696,https://issues.apache.org/jira/browse/HDFS-7696,https://issues.apache.org/jira/secure/attachment/12695135/h7696_20150128.patch,HDFS-7696,HDFS-7696,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,4.8997564,2,52,24,28,2,0,0
HADOOP,HDFS-7718,https://issues.apache.org/jira/browse/HDFS-7718,https://issues.apache.org/jira/secure/attachment/12697385/HDFS-7718.3.patch,HDFS-7718,HDFS-7718,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Complex,10.15338612,4,137,112,25,3,1,0
HADOOP,HDFS-7922,https://issues.apache.org/jira/browse/HDFS-7922,https://issues.apache.org/jira/secure/attachment/12708313/004-HDFS-7922.patch,HDFS-7922,HDFS-7922,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Add try-exception block,20.15882341,1,24,24,0,1,0,0
HADOOP,HDFS-8855,https://issues.apache.org/jira/browse/HDFS-8855,https://issues.apache.org/jira/secure/attachment/12773565/HDFS-8855.009.patch,HDFS-8855,HDFS-8855,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Complex,112.1039648,4,105,91,14,4,0,0
HADOOP,HDFS-8930,https://issues.apache.org/jira/browse/HDFS-8930,https://issues.apache.org/jira/secure/attachment/12751611/HDFS-8930.000.patch,HDFS-8930,HDFS-8930,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add call to dispose function,3.809616655,1,1,1,0,1,0,0
HADOOP,HDFS-9003,https://issues.apache.org/jira/browse/HDFS-9003,https://fisheye.apache.org/rdiff/hadoop?csid=de928d566a119f0b7fa5f171719642cd86be0af7&u&N,HDFS-9003,HDFS-9003,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Add call to dispose function,1.015690532,1,1,1,0,1,0,0
HADOOP,HDFS-9141,https://issues.apache.org/jira/browse/HDFS-9141,https://issues.apache.org/jira/secure/attachment/12764189/HDFS-9141.00.patch,HDFS-9141,HDFS-9141,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Add a checker,4.70581706,1,10,6,4,1,0,0
HADOOP,HDFS-9226,https://issues.apache.org/jira/browse/HDFS-9226,No leak,HDFS-9226,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,HDFS-9347,https://issues.apache.org/jira/browse/HDFS-9347,No leak,HDFS-9347,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,HDFS-9612,https://issues.apache.org/jira/browse/HDFS-9612,https://issues.apache.org/jira/secure/attachment/12782466/HDFS-9612.009.patch,HDFS-9612,HDFS-9612,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Add exception block,10.85134906,2,32,19,13,2,0,0
HADOOP,HDFS-9812,https://issues.apache.org/jira/browse/HDFS-9812,https://issues.apache.org/jira/secure/attachment/12791907/HDFS-9812-branch-2.7.patch,HDFS-9812,HDFS-9812,Resource,Thread,Source code-based detection,Manual code inspection,exception,java,threadDown,Add call to dispose function,21.9747823,1,3,1,2,1,0,0
HIVE,HIVE-10453,https://issues.apache.org/jira/browse/HIVE-10453,https://issues.apache.org/jira/secure/attachment/12730845/HIVE-10453.2.patch,HIVE-10453,HIVE-10453,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Complex,60.32905257,3,31,30,1,3,0,0
HIVE,HIVE-10571,https://issues.apache.org/jira/browse/HIVE-10571,https://issues.apache.org/jira/secure/attachment/12730072/HIVE-10571.patch,HIVE-10571,HIVE-10571,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add call to dispose function,3.10806463,1,3,2,1,1,0,0
HIVE,HIVE-10781,https://issues.apache.org/jira/browse/HIVE-10781,https://issues.apache.org/jira/secure/attachment/12734392/HIVE-10781.patch,HIVE-10781,HIVE-10781,Memory,Memory,Runtime detection,Runtime,exception,java,disposeExcep,Add finally block,4.94813963,4,16,12,4,4,0,0
HIVE,HIVE-10925,https://issues.apache.org/jira/browse/HIVE-10925,https://issues.apache.org/jira/secure/attachment/12737489/HIVE-10925.1.patch,HIVE-10925,HIVE-10925,Memory,Memory,Source code-based detection,Manual code inspection,threadLocal,java,releaseRef,Complex,0.9179673148,2,12,6,6,2,0,0
HIVE,HIVE-10956,https://issues.apache.org/jira/browse/HIVE-10956,https://issues.apache.org/jira/secure/attachment/12738873/HIVE-10956.4.patch,HIVE-10956,HIVE-10956,Resource,Connection,Source code-based detection,Manual code inspection,threadLocal,java,disposeReg,Complex,5.558048912,7,83,48,35,7,0,0
HIVE,HIVE-11499,https://issues.apache.org/jira/browse/HIVE-11499,https://issues.apache.org/jira/secure/attachment/12765686/HIVE-11499.4.patch,HIVE-11499,HIVE-11499,Memory,Memory,Runtime detection,Runtime,classloader,java,releaseRef,Complex,67.19430791,4,42,42,0,4,0,0
HIVE,HIVE-11618,https://issues.apache.org/jira/browse/HIVE-11618,No leak,HIVE-11618,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HIVE,HIVE-1185,https://issues.apache.org/jira/browse/HIVE-1185,https://issues.apache.org/jira/secure/attachment/12436602/hive-1185.2.patch,HIVE-1185,HIVE-1185,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,1.619519687,1,34,27,7,1,0,0
HIVE,HIVE-12250,https://issues.apache.org/jira/browse/HIVE-12250,https://issues.apache.org/jira/secure/attachment/12768769/HIVE-12250.2.patch,HIVE-12250,HIVE-12250,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add finally block,3.860908449,2,84,48,36,2,0,0
HIVE,HIVE-12268,https://issues.apache.org/jira/browse/HIVE-12268,https://issues.apache.org/jira/secure/attachment/12768856/HIVE-12268.1.patch,HIVE-12268,HIVE-12268,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add call to dispose function,1.655339005,1,4,3,1,1,0,0
HIVE,HIVE-12418,https://issues.apache.org/jira/browse/HIVE-12418,https://issues.apache.org/jira/secure/attachment/12772761/HIVE-12418.patch,HIVE-12418,HIVE-12418,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add dispose function,2.764996782,1,9,9,0,1,0,0
HIVE,HIVE-12445,https://issues.apache.org/jira/browse/HIVE-12445,https://issues.apache.org/jira/secure/attachment/12773973/HIVE-12445.patch,HIVE-12445,HIVE-12445,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,24.01212479,2,159,76,83,1,1,0
HIVE,HIVE-12585,https://issues.apache.org/jira/browse/HIVE-12585,https://issues.apache.org/jira/secure/attachment/12776448/HIVE-12585.2.patch,HIVE-12585,HIVE-12585,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add call to dispose function,5.163044248,1,29,20,9,1,0,0
HIVE,HIVE-12660,https://issues.apache.org/jira/browse/HIVE-12660,https://issues.apache.org/jira/secure/attachment/12781432/HIVE-12660.1.patch,HIVE-12660,HIVE-12660,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add a checker,30.76006617,1,14,11,3,1,0,0
HIVE,HIVE-12741,https://issues.apache.org/jira/browse/HIVE-12741,https://issues.apache.org/jira/secure/attachment/12779346/HIVE-12741.1.patch,HIVE-12741,HIVE-12741,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadSafe,Complex,0.850574294,2,8,5,3,2,0,0
HIVE,HIVE-12790,https://issues.apache.org/jira/browse/HIVE-12790,https://issues.apache.org/jira/secure/attachment/12786030/HIVE-12790.3.patch,HIVE-12790,HIVE-12790,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add try-finally block,29.84984837,2,21,17,4,2,0,0
HIVE,HIVE-12931,https://issues.apache.org/jira/browse/HIVE-12931,https://issues.apache.org/jira/secure/attachment/12785373/HIVE-12931.02.patch,HIVE-12931,HIVE-12931,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Complex,6.137157512,3,62,37,25,3,0,0
HIVE,HIVE-13144,https://issues.apache.org/jira/browse/HIVE-13144,https://issues.apache.org/jira/secure/attachment/12792085/HIVE-13144.2.patch,HIVE-13144,HIVE-13144,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,move statements,15.17702215,1,2,1,1,1,0,0
HIVE,HIVE-13239,https://issues.apache.org/jira/browse/HIVE-13239,No patch,HIVE-13239,No patch,Resource,Thread,Runtime detection,Out-of-memory error,nonClosedRes,java,threadDown,fixed,47.01084946,0,0,0,0,0,0,0
HIVE,HIVE-13294,https://issues.apache.org/jira/browse/HIVE-13294,https://issues.apache.org/jira/secure/attachment/12793742/HIVE-13294.patch,HIVE-13294,HIVE-13294,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Modify call argument,5.160224271,1,18,17,1,1,0,0
HIVE,HIVE-13405,https://issues.apache.org/jira/browse/HIVE-13405,https://issues.apache.org/jira/secure/attachment/12796903/HIVE-13405.patch,HIVE-13405,HIVE-13405,Resource,Connection,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-with-resource construct,8.292758519,1,4,1,3,1,0,0
HIVE,HIVE-13523,https://issues.apache.org/jira/browse/HIVE-13523,https://issues.apache.org/jira/secure/attachment/12798852/HIVE-13523.patch,HIVE-13523,HIVE-13523,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,3.917869815,12,385,332,53,6,6,0
HIVE,HIVE-13729,https://issues.apache.org/jira/browse/HIVE-13729,https://issues.apache.org/jira/secure/attachment/12803296/HIVE-13729.2.patch,HIVE-13729,HIVE-13729,Memory,Memory,Runtime detection,Out-of-memory error,collection,java,removeElm,Add try-finally block,15.44938716,1,20,12,8,1,0,0
HIVE,HIVE-13749,https://issues.apache.org/jira/browse/HIVE-13749,https://issues.apache.org/jira/secure/attachment/12815813/HIVE-13749.1.patch,HIVE-13749,HIVE-13749,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Add call to dispose function,56.89224214,1,1,1,0,1,0,0
HIVE,HIVE-13906,https://issues.apache.org/jira/browse/HIVE-13906,No leak,HIVE-13906,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HIVE,HIVE-1884,https://issues.apache.org/jira/browse/HIVE-1884,https://issues.apache.org/jira/secure/attachment/12486994/HIVE-1884.5.patch,HIVE-1884,HIVE-1884,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,196.4179791,4,142,107,35,4,0,0
HIVE,HIVE-1908,https://issues.apache.org/jira/browse/HIVE-1908,https://issues.apache.org/jira/secure/attachment/12469154/HIVE-1908.1.patch,HIVE-1908,HIVE-1908,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add a checker,13.53715352,2,34,30,4,2,0,0
HIVE,HIVE-3008,https://issues.apache.org/jira/browse/HIVE-3008,https://issues.apache.org/jira/secure/attachment/12532735/hive-3008.patch.txt,HIVE-3008,HIVE-3008,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,weakRef,Modify to weak reference,43.70193676,1,6,3,3,1,0,0
HIVE,HIVE-3098,https://issues.apache.org/jira/browse/HIVE-3098,https://issues.apache.org/jira/secure/attachment/12544092/hive-3098.patch,HIVE-3098,HIVE-3098,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Complex,92.82514539,5,30,29,1,5,0,0
HIVE,HIVE-3155,https://issues.apache.org/jira/browse/HIVE-3155,No patch,HIVE-3155,No patch,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,fixed,910.5437249,0,0,0,0,0,0,0
HIVE,HIVE-3232,https://issues.apache.org/jira/browse/HIVE-3232,https://issues.apache.org/jira/secure/attachment/12535251/HIVE-3232.1.patch.txt,HIVE-3232,HIVE-3232,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add finally block,5.137850787,1,23,14,9,1,0,0
HIVE,HIVE-3480,https://issues.apache.org/jira/browse/HIVE-3480,https://issues.apache.org/jira/secure/attachment/12551919/HIVE-3480.1.patch.txt,HIVE-3480,HIVE-3480,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,51.06227466,2,39,24,15,2,0,0
HIVE,HIVE-3481,https://issues.apache.org/jira/browse/HIVE-3481,https://issues.apache.org/jira/secure/attachment/12545613/HIVE-3481.1.patch.txt,HIVE-3481,HIVE-3481,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add a checker,14.09909954,1,4,4,0,1,0,0
HIVE,HIVE-3723,https://issues.apache.org/jira/browse/HIVE-3723,https://issues.apache.org/jira/secure/attachment/12554248/HIVE-3723.1-r1411423.patch,HIVE-3723,HIVE-3723,Resource,Connection,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Modify dispose function,7.796096285,1,21,11,10,1,0,0
HIVE,HIVE-4398,https://issues.apache.org/jira/browse/HIVE-4398,https://issues.apache.org/jira/secure/attachment/12580211/HIVE-4398.branch-0.11.patch,HIVE-4398,HIVE-4398,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,4.789324491,2,46,36,10,2,0,0
HIVE,HIVE-4487,https://issues.apache.org/jira/browse/HIVE-4487,No leak,HIVE-4487,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HIVE,HIVE-5296,https://issues.apache.org/jira/browse/HIVE-5296,https://issues.apache.org/jira/secure/attachment/12605371/HIVE-5296.2.patch,HIVE-5296,HIVE-5296,Memory,Memory,Runtime detection,Runtime,collection,java,disposeExcep,Add an initilization object,16.41102839,1,80,56,24,1,0,0
HIVE,HIVE-5327,https://issues.apache.org/jira/browse/HIVE-5327,https://issues.apache.org/jira/secure/attachment/12604199/HIVE-5327.patch.txt,HIVE-5327,HIVE-5327,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add finally block,0.6295439699,1,30,20,10,1,0,0
HIVE,HIVE-6268,https://issues.apache.org/jira/browse/HIVE-6268,https://issues.apache.org/jira/secure/attachment/12625972/HIVE-6268.3.patch,HIVE-6268,HIVE-6268,Memory,Memory,Runtime detection,Runtime,cache,java,releaseRef,Complex,8.010687535,3,53,40,13,3,0,0
HIVE,HIVE-6888,https://issues.apache.org/jira/browse/HIVE-6888,https://issues.apache.org/jira/secure/attachment/12639650/HIVE-6888.patch,HIVE-6888,HIVE-6888,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add call to dispose function,1.119364271,1,1,1,0,1,0,0
HIVE,HIVE-7069,https://issues.apache.org/jira/browse/HIVE-7069,No patch,HIVE-7069,No patch,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,fixed,265.1907127,0,0,0,0,0,0,0
HIVE,HIVE-7109,https://issues.apache.org/jira/browse/HIVE-7109,https://issues.apache.org/jira/secure/attachment/12646456/HIVE-7109.1.patch.txt,HIVE-7109,HIVE-7109,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add finally block,3.100645405,1,8,7,1,1,0,0
HIVE,HIVE-864,https://issues.apache.org/jira/browse/HIVE-864,https://issues.apache.org/jira/secure/attachment/12421054/hive.864.1.patch,HIVE-864,HIVE-864,Memory,Memory,Runtime detection,Runtime,cache,java,removeElm,Modify call argument,0.1012798727,1,5,3,2,1,0,0
HIVE,HIVE-865,https://issues.apache.org/jira/browse/HIVE-865,https://issues.apache.org/jira/secure/attachment/12421326/HIVE-865_2.patch,HIVE-865,HIVE-865,Memory,Memory,Runtime detection,Runtime,cache,java,removeElm,Complex,4.095512384,1,15,11,4,1,0,0
HIVE,HIVE-9234,https://issues.apache.org/jira/browse/HIVE-9234,https://issues.apache.org/jira/secure/attachment/12692020/HIVE-9234.2.patch,HIVE-9234,HIVE-9234,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,releaseRef,Complex,15.82932845,5,71,41,30,5,0,0
HIVE,HIVE-9811,https://issues.apache.org/jira/browse/HIVE-9811,https://issues.apache.org/jira/secure/attachment/12701347/HIVE-9811.patch,HIVE-9811,HIVE-9811,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add a checker,203.4014345,1,10,8,2,1,0,0
HIVE,HIVE-9860,https://issues.apache.org/jira/browse/HIVE-9860,https://issues.apache.org/jira/secure/attachment/12702630/HIVE-9860.patch,HIVE-9860,HIVE-9860,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add dispose function,1.305297431,2,18,13,5,2,0,0
HTTPCOMP,HTTPCLIENT-1073,https://issues.apache.org/jira/browse/HTTPCLIENT-1073,https://issues.apache.org/jira/secure/attachment/12474339/1073.patch,HTTPCLIENT-1073,HTTPCLIENT-1073,Resource,Connection,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-exception block,0.9958152199,1,7,6,1,1,0,0
HTTPCOMP,HTTPCLIENT-1143,https://issues.apache.org/jira/browse/HTTPCLIENT-1143,https://github.com/apache/httpclient/commit/c8aafc5c1a1fb5db8c3ca851181f81dce473168f.patch,HTTPCLIENT-1143,HTTPCLIENT-1143,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add call to dispose function,0.09862633102,1,4,4,0,1,0,0
HTTPCOMP,HTTPCLIENT-1155,https://issues.apache.org/jira/browse/HTTPCLIENT-1155,https://github.com/apache/httpclient/commit/8f767628cf8c3b692993569af6441a3b1cf4f392.patch,HTTPCLIENT-1155,HTTPCLIENT-1155,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,1.270717431,2,35,29,6,2,0,0
HTTPCOMP,HTTPCLIENT-1216,https://issues.apache.org/jira/browse/HTTPCLIENT-1216,https://github.com/apache/httpclient/commit/898b33ac218c2f86da6db013401bd5f98e757aea.patch,HTTPCLIENT-1216,HTTPCLIENT-1216,Memory,Memory,Runtime detection,Warning message,threadLocal,java,releaseRef,Add dispose function,4.615361852,1,7,7,0,1,0,0
HTTPCOMP,HTTPCLIENT-1281,https://issues.apache.org/jira/browse/HTTPCLIENT-1281,https://github.com/apache/httpclient/commit/5c0cb57422c561bd54dbcc248de8c320e39ea4c9.patch,HTTPCLIENT-1281,HTTPCLIENT-1281,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-exception block,0.06974769675,1,18,12,6,1,0,0
HTTPCOMP,HTTPCLIENT-1298,https://issues.apache.org/jira/browse/HTTPCLIENT-1298,https://github.com/apache/httpclient/commit/508497a8beac03667bae5b96602d4ce7de981708.patch,HTTPCLIENT-1298,HTTPCLIENT-1298,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Complex,7.29338353,3,40,28,12,3,0,0
HTTPCOMP,HTTPCLIENT-1441,https://issues.apache.org/jira/browse/HTTPCLIENT-1441,https://issues.apache.org/jira/secure/attachment/12616483/patchfile.patch,HTTPCLIENT-1441,HTTPCLIENT-1441,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add try-finally block,0.2678272801,1,11,8,3,1,0,0
HTTPCOMP,HTTPCLIENT-1749,https://issues.apache.org/jira/browse/HTTPCLIENT-1749,https://github.com/apache/httpclient/commit/58a14cc0207f7726245ce29d9f9da03c0c1d6192.patch,HTTPCLIENT-1749,HTTPCLIENT-1749,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,weakRef,Complex,2.898365799,3,87,83,4,2,1,0
